url,name,description,tags,accepted_groups
https://getinvolved.tamu.edu/org/tamug-ggsa,tamug-ggsa,Our mission is to: Guide students through an academically stimulating program Grant monetary awards to active members Serve the university and community by volunteering at academic events and service projects. Assemble a community of academic enthusiasts,,Graduate Students
https://getinvolved.tamu.edu/org/1409,1409,"This club is all about getting the chance to be social, have fun, and interact with fellow students. We pride ourselves on diversity in not only games, but in the awesome members we have! We take trips to events, amusement parks, participate in community service, and host our own campus events each semester. Our goal is to develop friendships and have fun while doing it; Game club is for anyone and everyone, you are welcome to come as often as you want or as little. Each meeting begins with a quick run through of important items by an officer, then we play multiple styles of games depending on the theme of that week. We always have other games available each week just in case the main theme doesn't float your boat. We also try to be active in our campus and community, by starting intramural sports teams and doing volunteer work for Galveston. We also enjoy taking quick trips to local businesses that are just for pure fun.",games,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/tamug-lax,tamug-lax,Giving the students at Texas A&M University at Galveston an athletic opportunity to participate in a team collegiate sport. Lacrosse is a fast paced sport that has been played in North America for hundreds of years. Today over 400 colleges across the United States have lacrosse teams and participate in intercollegiate competitions.,,
https://getinvolved.tamu.edu/org/1397,1397,The purpose of The Current College Ministries is to help students take their next steps with God. Our goal is to connect and foster friendships while providing the students the opportunity to encounter Jesus and grow in their faith through relationships and service experiences. We as an organization hope to make a difference on the TAMUG campus as well as the Galveston Community while introducing them to the love of Jesus Christ. We meet Thursday nights at 8:00 pm.,"Bible study, campus ministries, Christian, churches, faith-based, ministries, worship",
https://getinvolved.tamu.edu/org/1412,1412,"The William C. Hearn Honor Guard is an organization within the Texas A&M Maritime Academy that executes Silver Taps. In addition, it presents itself as the face of the Galveston campus by honoring visiting dignitaries with sword arches, and by participating in parades and events in and around Galveston.",,Undergraduate Students
https://getinvolved.tamu.edu/org/docc,docc,The Democracy on Campus Coalition was founded with the sole purpose of providing nonpartisan voter registration and education opportunities to students on the Galveston Campus.,,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/2753,2753,We are a club dedicated to our members and provide services such as discounts/deals at golf courses. We will also hold tournaments for our members and potentially networking tournaments. The club will bring excitement and entertainment to the students of Texas A&M University Galveston campus during the fall and spring as they participate in academic and social activities.,,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/3062,3062,"GECO is a student-led organization dedicated to protecting and restoring the ecosystems of Galveston and Pelican island. Through conservation projects, biodiversity monitoring, community outreach, and sustainable practices, we work to preserve native habitats and inspire ecological stewardship. Our mission is to care for the planet, protect its wildlife, and foster a community that values respect, kindness, and environmental responsibility.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tamug-g-flo,tamug-g-flo,"G-FLO is an organization focused on helping freshman to become the best leaders they can be. G-FLO members will help organize events on campus, as well as learn how to use new leadership skills to succeed as freshmen.",,Undergraduate Students
https://getinvolved.tamu.edu/org/2860,2860,The mission of the Sea Turtle Aggie Rescue is to provide students with an opportunity to volunteer for the Gulf Center for Sea Turtle Research (GCSTR) conservation programs. Club members will be given opportunities to assist in sea turtle rescues along the upper Texas coast as well as receive education on sea turtle conservation and research. ,,"Undergraduate Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/tamug-sailing,tamug-sailing,"It is the purpose of this team to promote sailing as a learning and competitive experience for students of TAMUG. It is our goal to be ambassadors demonstrating great credit on TAMUG, and to actively participate in our Intercollegiate Sailing Association (ICSA) conference, SEISA, by competing in those regattas hosted by TAMUG and other ICSA sailing clubs/teams. We train TAMUG sailors to be confident in their boat handling so that they aspire to compete in conference championships and move on to ICSA national events.",,"Undergraduate Students, Graduate Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/tamug-nautilus,tamug-nautilus,"The mission of The Nautilus student newspaper is to accurately and fairly report on news and issues relating to the student body at Texas A&M University at Galveston. The Nautilus strives to be inclusive of all sectors of campus life, issues, and events. The Nautilus is a forum of discussion among the student body, faculty, staff, and peers, a place to voice opinions, concerns, and relay accurate information to the best of the reporter’s and editorials staff’s knowledge.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/tamug-soul,tamug-soul,"Section 1. To serve as a representative organization of women leaders at Texas A&M University at Galveston.Section 2. To encourage and assist in leadership, educational, and social development among women leaders.Section 3. To promote networking, professionalism, and establishing female leaders within their fields of study.Section 4. To establish interconnectivity within the Galveston community through devoted time and selfless service.",,
https://getinvolved.tamu.edu/org/seaspray-literary-journal,seaspray-literary-journal,"TAMU at Galveston's annually published literary journal and safe harbor for campus creatives. The SeaSpray Literary Journal is a collection of poetry, short stories, artworks, and photography created and submitted by Sea Aggie students, staff, faculty, and alumni, and judged/compiled by the SeaSpray organization members in the spring. When we are not undergoing journal preparations, we stimulate and encourage creativity among campus members through creative events.",,"Undergraduate Students, Graduate Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/3059,3059,"The LaRue Service Corps is an advocacy and service club aimed at holding fundraisers and drives for basic items mariners are often deprived of. Collected items will be distributed by the Seaman Church Institute in Houston, The Apostleship of the Sea, and Human Rights at Sea. The club is available to all students who want to learn about mariner issues, advocate against instances of abuse, and learn about options for helping the marginalized. The LaRue Service Corps is named after Servant of God Captain Leonard LaRue, or Brother Marinus, a Merchant Marine captain who rescued 14,000 Korean refuges during the Korean War in the largest humanitarian rescue by a single ship in history. He would later become a Benedictine monk and is currently a candidate for sainthood in the Roman Catholic Church. Though a Christian organization, membership is not restricted just to Christians. We want everyone who wants to help those who keep our world turning! ",,"Undergraduate Students, Professional Students, Graduate Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/1431,1431,"The purpose of Sea Aggie Barbell Crew is to teach those interested in lifting how to do so in a competitive manner. Whether it is Powerlifting or Olympic Weightlifting, we are here to safely assist in the pursuit of being a lifter.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/lka-honors,lka-honors,The purpose of TAMUG Men's Soccer is to bring togeteher a group of students who love to play soccer and complete in collegiate level games. This club is also meant to bond students and help them transition into college easily by creating a network in which they can help each other.,,Undergraduate Students
https://getinvolved.tamu.edu/org/1422,1422,Orientation and Transition Leaders are the first Aggies that incoming students meet at Texas A&M Galveston. OTLs introduce Texas A&M traditions and culture to incoming students and help students begin to build their Aggie network and community. Orientation and Transition Leaders assist and participate in New Student Conferences and provide new students and their families with information and resources on campus.,,
https://getinvolved.tamu.edu/org/sos,sos,"Save Our Seas mission is the protection and enjoyment of oceans through a powerful student activist network. We support conservation efforts and healthy lifestyles through education and participation in environmental outreach. We encourage positive communication and open-minded discussion through understanding and inspiration, which gives rise to action and ultimately leads to change.",,
https://getinvolved.tamu.edu/org/1417,1417,"The Maroon Delegates of Texas A&M University at Galveston was formed out of the need to have exemplary students serve as ambassadors for the university. The students bring a unique perspective that is real and authentic due to their direct proximity to the drive of the university – education. The Delegates take a position of service, selflessness, and respect while they daily embody the Aggie core values. The Maroon Delegates are a highly involved group of individuals exhibiting leadership in various forms. The Delegates truly cherish the experiences they encounter at their piece of Aggieland by the Sea and welcome any opportunity to express devotion to the maritime field.","academic excellence, Aggie network, integrity, leadership, ocean, professional advancement, professional networking, student ambassadors","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/2857,2857,"The overall intent of The Nautical Institute – TAMUG Chapter is to promote the standing of the maritime profession afloat and ashore. Members uphold this standard through the following:1.	Encourage and promote a high standard of qualification, competence, and knowledge among those involved in the control of seagoing craft including non-displacement craft.2.	Facilitate the exchange and publication of information and ideas on nautical science, and to encourage and publish appropriate research.3.	Establish and maintain appropriate educational and professional standards of membership.4.	Liaise with and lobby Government Departments and other bodies concerned with statutory and other qualifications, and with universities and other educational institutes and authorities in the furtherance of education and training in nautical science and practice.5.	Encourage the formation of branches worldwide.",,"Undergraduate Students, Graduate Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/1432,1432,To connect former students with the current student body. Create a scholarship fund for the respective scholastic disciplines. Establish a communication network among all students and graduates.,,
https://getinvolved.tamu.edu/org/tamug-sap,tamug-sap,"Sea Aggie Pride is an organization providing an inclusive environment for members of the LGBTQIA+ community and their Aggie Allies. Our meetings focus on LGBTQIA+ related issues, as well as providing a safe environment for students. The organization focuses on educating students on issues relating to queer antagonism, gender identity, sexual orientation, and the history of the queer community. The main goal of Sea Aggie Pride is to promote inclusion and equality while fighting discrimination, harassment, and violence on campus.",,"Undergraduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/nloc,nloc,Our mission is to inform and educate about the many different neurodiverse types as well as to create a safe space for everyone!,,
https://getinvolved.tamu.edu/org/1415,1415,"The emphasis of Texas A&M University at Galveston Honors Program is to promote undergraduate scholarship by providing academically talented students with the opportunities to participate in specially designed courses that prepare them to conduct independent research and /or scholarly activity under the oversight of a faculty mentor. The honors program, characterized by small class sizes, interdisciplinary topics, and professors dedicated to teaching, creates an atmosphere encouraging open discussion of ideas and active learning. Completion of an acceptable honors project, with focus in marine and maritime disciplines, is the capstone experience of all honors graduates. ~ David Lawhon",,Undergraduate Students
https://getinvolved.tamu.edu/org/1436,1436,"The SNAME & MTS Student Chapter serves as a vital link between academia and the professional world in Ocean Engineering and Marine Engineering Technology. The chapter offers a diverse range of educational and networking resources, including speaker events, field tours, and professional functions, to facilitate a seamless transition for students pursuing careers in these fields. As a recognized student chapter of these professional societies, the chapter enjoys the privilege of providing scholarships and exclusive opportunities to its members.",,"Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/1424,1424,"The Texas A&M Propeller Club is an offshoot of the International Propeller Club. We are a professional maritime networking organization that attends maritime-oriented conferences across the country. The primary objective of this club is to encourage members to build contacts in order to become better prepared in finding jobs and resources in the industry. the International Propeller Club of the United States is an international business network dedicated to the promotion of the maritime industry, commerce and global trade.",,
https://getinvolved.tamu.edu/org/tamug-salt-camp,tamug-salt-camp,"The purpose shall be to provide guidance to the freshman and transfer students in their adjustment to their academic, social, and emotional changes that may occur in their transition from high school or other university to Texas A&M University at Galveston.",,
https://getinvolved.tamu.edu/org/tamug-sprout,tamug-sprout,"Environmental club immersing students in connections with nature and becoming involved in community through gardening, outdoor activities such as hiking, cleaning up litter/washed up trash, playing topical games, and hosting knowledgeable guest speakers.",,
https://getinvolved.tamu.edu/org/tamug-sab,tamug-sab,"The Sea Aggie Band is an ensemble of musicians of all levels; Brass, Woodwinds, and Percussion! From Freshman to Seniors, from expert to novice, everyone is welcome. Rehearsals are usually twice a week for about an hour and a half, followed by Band DinnerTM. We play a variety of events on the Island as well as across campus all throughout the school year.",,"Undergraduate Students, Professional Students, Graduate Students"
https://getinvolved.tamu.edu/org/2756,2756,"We are the Sea Aggie Coding Club, a student-led organization dedicated to discussing computer science topics and fostering collaboration on coding projects!● Open to all students, regardless of major or experience!● Create coding projects to build experience● Join our community that fosters learning about the vast world of computer science",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tamug-rha,tamug-rha,"RHA is a student organization for students who live in the Residence Halls. The organization is led by current on campus student leaders and hall representatives, who advocate for residents issues and coordinate several programs to ensure residents can get involved and have fun while living on campus.",,
https://getinvolved.tamu.edu/org/1419,1419,"Compete in Men's Club Volleyball, and teaching volleyball to players interested in learning more about the sport.",,Undergraduate Students
https://getinvolved.tamu.edu/org/tamug-tpusa,tamug-tpusa,"Members of theTurning Point USA at Texas A&M Galvestonwork to promote principles of personal and economic freedom, limited government, liberty, and Christian values in their daily lives. Members will seek to promote life, liberty, and the freedoms stated in the United States Constitution, at Texas A&M Galveston, and in the city of Galveston, to educate people on issues, and to work with others to share our common goals to promote life, liberty, and freedom.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tamug-weo,tamug-weo,The Women in Engineering Outreach Organization is created for female engineers who have a passion about encouraging young women to pursue degrees in engineering. This organization will focus on combining engineering principles and the Aggie Core values,,"Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/tamug-sfl,tamug-sfl,"Members of Students for Life at Galveston advocate and speak up to save lives threatened by abortion, euthanasia, eugenics, and the destruction of human embryos for research. In furtherance of these goals, members seek to promote respect for the sanctity of life and spread awareness of this social injustice at Texas A&M University at Galveston and on a local, state, and national level. Students for Life at Galveston strives to educate the public on these life issues, help those in need to provide a well-informed and supported choice, and to work with others who share these common goals.","activism, advocacy, service projects, social issues","Undergraduate Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/1450,1450,"Club soccer at Texas A&M University at Galveston contributes to the institution's reputation, upholds Aggie core values, fosters a sense of community, and provides a fun and competitive platform for women on campus, aligning with the university's broader objectives and values.","campus involvement, community events, exercises, friendships, outdoor sport, recreational activities, running, soccer, team environment, volunteering, women's health, women empowerment","Undergraduate Students, Professional Students, Graduate Students"
https://getinvolved.tamu.edu/org/tamug-sga,tamug-sga,"The Student Government Association at the Texas A&M University College of Marine Sciences and Maritime Studies embodies the six Aggie core values of Respect, Excellence, Loyalty, Leadership, Integrity, and Selfless Service. Through campus outreach, the Student Senate encourages the building of relationships between students and engaging in the plethora of opportunities available to Aggies by the Sea. The senate is comprised of upwards of 50+ students, all dedicated to fulfilling the Aggie Spirit on Texas A&M University’s coastal campus.","campus activities, campus involvement, student government, university involvement","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/tbp,tbp,"Tau Beta Pi is the national engineering honor society representing all engineering disciplines. It is the equivalent of Phi Beta Kappa for theliberal arts and sciences. It was founded on the belief that an engineers education should comprise more than academics. It should lead to a well-rounded person through the ""fostering of a spirit of liberal culture engineering."" Those academically eligible, the top 1/5 of the senior class and 1/8 of the junior class, are invited to join, but must demonstrate that they posses strength of character in order to obtain member status through participation in cultural, social, community service environments. Graduate students who have attained a GPA of 3.75 are also invited to join. Having obtained membership, it is expected of Tau Bate Pi members that they live a life dedicated to ""Integrity and Excellence in Engineering.""","character development, community service, engineering, liberal culture","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/tamug-shc,tamug-shc,"Our primary focus is that of broadening our understanding of the past, particularly of medieval Europe, and apply it to our daily lives and the future. We also encourage the sharing of individual interests, such as music, medicine, and architecture through the means of weekly presentations. There is a second aspect of historical European martial arts, where the art of the sword is kept alive through peer education. Come see what we're about!",,"Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/1449,1449,"Women on the Water is a national organization, with chapters at each of the seven maritime academies across the United States. Our mission is support anyone who wants to work in the offshore industry, with an emphasis on supporting women. Each year, there is a Women on the Water conference hosted by one of the aforementioned academies. At said conference, the members of the organization are able to meet and learn from their peers, mentors, and many professionals with varying backgrounds and degrees of experience within the maritime industry. Past attendance has included the likes of officers, Rear Admiral of the Coast Guard, and the first American female captain, Deborah Dempsey. While at the conference, members will benefit from panels, speeches, practice interview sections, and networking events. Beyond the annual conference, the Women on the Water Organization at TAMUG hopes to bring guest speakers to increase learning and networking opportunities. Additionally, we hope to get our members more involved in the camps and community through our own events and volunteering.In the Fall our organization has the opportunity to volunteer, network, and attend the Women Offshore Conference (that has been hosted at TAMUG the last two years).",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tamug-sall,tamug-sall,"The Student Association of Latino Leaders mission is to create and empower leaders by helping students gain valuable life skills, engage them in community service, and provide students with the resources to succeed, while also providing a fun and comfortable environment for students to make long lasting connections. We strive to raise awareness of Hispanic/Latino culture on campus and the community by encouraging students to participate in events that showcase our traditions and values.",,Undergraduate Students
https://getinvolved.tamu.edu/org/task-consulting,task-consulting,"Our mission is to shape the future of business by equipping students with immersive, real-world consulting experiences. We are committed to delivering meaningful impact across our community through pro-bono consulting services, empowering our members, and engaging the broader student body through our annual consulting-focused recruitment events. ","business, consulting, empowerment, hands-on experience, real-life experience, student experiences","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/tamug-traditions,tamug-traditions,"TAMUG Traditions Council organizes and runs A&M's traditions, while also educating the Galveston campus on TAMU's rich culture and history.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/1451,1451,"To promote the sport of volleyball, build a community of strong women, and compete against other collegiate club volleyball teams.",,
https://getinvolved.tamu.edu/org/1440,1440,"The purpose of the Student Events Council is to plan, fundraise for, and carryout the annual Texas A&M University at Galveston Maritime Ball.",,Undergraduate Students
https://getinvolved.tamu.edu/org/tamugyl,tamugyl,"The TAMUG Yell Leaders keep the Spirit of the 12th Man alive on the Galveston Campus by leading the TAMUG student body in yells and spreading tradition at events such as Midnight Yell, which is held every Thursday before a home football game.","Aggie spirit, Aggie traditions",Undergraduate Students
https://getinvolved.tamu.edu/org/tamug-stuact,tamug-stuact,,,
https://getinvolved.tamu.edu/org/tamug-sama,tamug-sama,"Founded on the campus of Texas A&M University at Galveston, the Student Association of Maritime Administrators, or SAMA, aims to link Aggies to future employers in the industry. SAMA brings relevant and interesting speakers to the students of our campus. In addition to monthly meetings, SAMA periodically sends students to networking events both in the greater Houston area and afar. Subsequently, we also volunteer around the Galveston and Greater Houston area.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tamusic-club,tamusic-club,"To foster a musical community in which students at Texas A&M can collaborate with each other on projects, live performance opportunities, and network amongst musicians","collaboration, live performance, music, professional networking","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/tamuhack,tamuhack,Promote innovation outside the classroom. We host the largest hackathons in Texas every year.,"hackathons, innovation",
https://getinvolved.tamu.edu/org/tsd,tsd,"Tau Sigma Delta's primary objective is to celebrate excellence in scholarship, stimulate mental achievement, and award those students who attain high scholastic standing of membership in Architecture, Landscape Architecture, and the allied arts of Design by the rewards of membership in an honor society.","architecture, design, landscape architecture, scholarships, scholastic standing","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/tamug-sva,tamug-sva,"Student Veterans of America (SVA) elevates the academic, professional, and personal development of veterans in higher education through chapter programs and services, outcomes and impacts research, and advocacy at every level.",,"Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/2848,2848,A table tennis club meant for players of all skill levels to join and play table tennis.,,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students"
https://getinvolved.tamu.edu/org/2759,2759,"Our Motto:Our Motto is simple:Educate. Engage. Elevate.women in their careers so they can excel and thrive.Our Mission:WIMOs is dedicated to retaining, advancing, and promoting women in the maritime industry through sharing knowledge and continuing education.Our Vision:Support and uplift women who demonstrate an interest in and a commitment to maritime careers. We strive to do this by creating an environment that supports the professional development of women through formal and experiential training. Our vision is for every member to obtain the confidence and necessary resources to thrive in a room regardless of gender.What makes WIMOs unique?Worldwide, women make up less than 30% of the maritime workforce. WIMOs is composed of women whom are actively employed in maritime operations, which enables our members access to female peers and mentors in the maritime industry. Our organization provides access to a peer group of “like-minded women” who can relate to the day-to-day professional or personal struggles that may arise.Our Motto isEducate. Engage. Elevate. We achieve this by providing supplemental educational opportunities on diverse topics. WIMOs also maintains female representation at industry events that women may otherwise be left out of. With more education and representation WIMOs prevents women from becoming pigeonholed in their careers.With more knowledge and a peer support group WIMOs has created a platform to propel women in their maritime career.All these benefits are now extended to students with the creation of the first WIMOs Jr. Chapter at TAMUG!",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Distance/Remote Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/1447,1447,"The TAMUG Two-Step Club and Team create a welcoming community where members can connect, have fun, and build confidence through two-stepping and line dancing. We strive to promote a friendly social atmosphere while sharing a passion for dance and fostering an inclusive space for all skill levels.",,"Undergraduate Students, Graduate Students, Part-Time Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/tamug-tri,tamug-tri,"The purpose of this organization is to introduce student athletes to the multi-sport realm of Triathlon and develop them into successful student, competitors, and citizens by providing tier one training, travel endeavors, and a family of supportive peer-athletes in order to enhance the collegiate experience of each member as well as to represent TAMUG in a responsible and proud manner.",,"Undergraduate Students, Professional Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/bodybuilding,bodybuilding,"The Texas A&M Bodybuilding Team unites a community of driven individuals who share a passion for the sport of bodybuilding and the pursuit of personal excellence. Like other competitive teams on campus, our organization is dedicated to helping members grow as athletes within their respective divisions. While many of our members aim to compete, we also welcome those who are passionate about bodybuilding but don’t plan to step on stage. We host short weekly meetings bodybuilding training, nutrition, and all other aspects of the sport. Additionally, we hold weekend events like team workouts, social gatherings, and posing clinics to foster camaraderie and support. Through consistent training, collaboration, and engaging opportunities, we strive to cultivate a competitive yet inclusive environment that empowers each member to achieve their goals in bodybuilding.","bodybuilding, competition, guest speakers, trainers, weightlifting","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/w5ac,w5ac,"To encourage and support amateur radio communication in the Texas A&M community. We offer a unique opportunity to develop skills in both the theory and practice of two-way radio communication and the technology that undergirds it. We hold weekly nets, participate in worldwide contests and other Amateur Radio related events. The club is able to provide emergency and volunteer communications when necessary.","emergency communications, radio, technology, volunteering","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students, Distance/Remote Students, Faculty/Staff, Non-TAMU Individuals"
https://getinvolved.tamu.edu/org/bioethicsforum,bioethicsforum,"The main function of the Texas A&M Bioethics Forum is to encourage the discussion among undergraduate students in a diverse number of topics involving both the issues from the scientific world and their ethical dilemmas. It allows students in different areas of interest to question current matters and concerns that come up in their fields of study. The forum encourages undergraduate students to become more open minded, to think critically, and to broaden their understanding of a variety of topics. The Bioethics Forum is not only looking to engage its own members, but to raise awareness of these concerns throughout the whole population at Texas A&M University.","bioethics, critical thinking, discussions, ethics, scientific",
https://getinvolved.tamu.edu/org/terry-foundation,terry-foundation,"To encourage interaction within the Terry Scholar community at Texas A&M University and around the state of Texas and to promote scholar involvement and service to the campus and greater community. Additionally, we support students in their first year at TAMU through the ""Terrys Teaching Other Terrys"" mentorship program.","interaction, mentorship, service",Undergraduate Students
https://getinvolved.tamu.edu/org/ts-eas-sa,ts-eas-sa,,,
https://getinvolved.tamu.edu/org/assp,assp,"The student chapter of the American Society of Safety Professionals (ASSP) at Texas A&M University is an organization that fosters a relationship with the parent group, the Central Texas Chapter (Austin) of ASSP; increase safety awareness within the school and community; commit to community services; and provides career development and opportunities for future safety professionals. The purpose of this organization shall be to provide a forum for those students with intending careers as environmental, safety and health (ESH) professionals. This organization shall be open to all students with TAMHSC and Texas A&M University (TAMU) who have similar interests. The authority of this organization is derived from this constitution.","environmental, industry connections, industry speakers, public health, safety","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/tambda,tambda,"The Texas A&M Ballroom Dance Association provides an opportunity for students to learn and enjoy ballroom dancing. TAMBDA offers weekly lessons taught by a professional dance instructor, practices, and socials every year. No experience or partner is necessary! If you want to get even more involved, our competition team attends DanceSport competitions across Texas. We love dancing and want everyone to experience the fun with us!","arts, collegiate tournaments, competition, confidence, creativity, dance, live performance, music, perform, physical fitness, social","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/tls,tls,"The purpose of the organization shall be to promote tax law education and career-related opportunities available to Texas A&M University School of Law students. The Tax Law Society is dedicated to providing its members with opportunities to interact and network with tax lawyers and other professionals in the Dallas and Fort Worth business communities. The society sponsors events which bring law students in contact with practitioners in the field of tax law and other related fields, providing a unique opportunity for its members to listen and ask questions in an informal atmosphere.",,Professional Students
https://getinvolved.tamu.edu/org/agronsoc,agronsoc,"Our mission is to increase and disseminate knowledge concerning soils and crops and the conditions affecting them, as well as the effects of agriculture on the environment, to foster a spirit of cooperation and mutual helpfulness among students in Agronomy, Soils and Environmental Sciences, and to provide an opportunity for a broader acquaintance with agronomic workers and research activities within the field of Soil, Crop and Environmental Sciences. An important part of our mission is to provide leadership opportunities and training for officers and members and to participate in meaningful community service activities.","agriculture, agronomy, community service, environmental science, leadership development, research, soil and crop science","Undergraduate Students, Graduate Students, Part-Time Students"
https://getinvolved.tamu.edu/org/team12,team12,"The organization's purpose shall be to assist with special events and general administrative tasks for the Texas A&M Lettermen's Association, Texas A&M Football, Texas A&M Basketball and Texas A&M Department of Athletics. The organization shall function as a part of the Texas A&M Lettermen's Association and the Texas A&M University Department of Athletics, under the direction of the Lettermen's Association.","athletics, basketball, football, special events","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/anglers,anglers,"Howdy! The Texas A&M Bass Fishing Team is a non-profit organization affiliated with Texas A&M University. We tour the nation following the Bassmaster College Series, Major League Fishing (MLF), Texas Bass Nation, and the Association of Collegiate Anglers. Our 54 members travel and compete for scholarships and national championship berths at these tournaments. Additionally, we strive to give back locally through charity and children’s events in our community. Our mission is twofold: to secure financial support that eases the self-funded burden on our anglers and to elevate our sponsors' profile on a national scale. With company sponsorships, we can offset expenses, including entry fees, lodging, fuel, and food, making our participation in state and national tournaments more viable. Our fleet of 22 wrapped boats, with more on the way, presents exclusive nationwide advertising opportunities. Moreover, thanks to our non-profit status, all donations/sponsorships are tax-deductible, significantly benefiting our sponsors.","charity events, community service, competition, fishing, sponsorships, tournaments","Undergraduate Students, Graduate Students"
https://getinvolved.tamu.edu/org/2720,2720,"The mission of the Texas A&M Bike Heads is to promote fun, social, and casual bicycle riding and fellowship while teaching members the basics of bicycle maintenance.","cycling, fellowship, social","Undergraduate Students, Professional Students, Graduate Students, Blinn Team Students, Part-Time Students"
https://getinvolved.tamu.edu/org/bgs,bgs,To promote interest and knowledge in the fields of genetics and biochemistry. To provide student-student and student-faculty interaction. To provide insight into career opportunities available after graduation with a degree in genetics and biochemistry.,"academic excellence, academics, biochemistry, careers, faculty connections, genetics, mentoring, research, student interaction",Undergraduate Students
https://getinvolved.tamu.edu/org/water-network,water-network,"The Texas A&M Water Network is a chapter of the Texas section of the American Water Works Association, dedicated to building an on-campus network of students and water professionals from different disciplines who share a passion for water. The network will connect its members with: professionals from water related fields within academia, industry, and government. The Network works to organize faculty, employer and alumni networking events, educational trips to water industries with strenuous water use, and talks about water science and policy research. The organization will foster social interaction for students by sponsoring gatherings and recreational activities.","academia, educational trips, government, industry, professional networking, professionals, research, water, water policy, water science","Undergraduate Students, Professional Students, Graduate Students, Part-Time Students, Faculty/Staff"
https://getinvolved.tamu.edu/org/naba,naba,"• To expose general business students to the opportunities of a career in accounting and finance • To provide opportunities for members to fulfill civic responsibilities; • To promote confidence in our members abilities, allowing them to showcase these abilities to potential employers; • To encourage the development of cordial and cooperative relations among members and other organizations; • To represent the interests of current and prospective minority accounting, finance and other business students.","accounting, business, career opportunities, finance",Undergraduate Students
